0.000000	-0.035497	0.958061	-0.530021
1.000000E-5	0.412313	1.016696	-0.472998
2.000000E-5	0.587571	0.820497	-0.418552
3.000000E-5	0.448396	0.418112	-0.372482
4.000000E-5	0.062441	-0.066103	-0.346387
5.000000E-5	-0.444003	-0.478153	-0.342199
6.000000E-5	-0.892458	-0.682728	-0.350575
7.000000E-5	-1.129894	-0.622161	-0.364428
8.000000E-5	-1.060307	-0.314170	-0.373449
9.000000E-5	-0.698514	0.147815	-0.363140
1.000000E-4	-0.134402	0.612378	-0.332212
0.000110	0.462249	0.940020	-0.286142
0.000120	0.934221	1.028616	-0.230729
0.000130	1.136541	0.862378	-0.169518
0.000140	1.032159	0.479968	-0.122482
0.000150	0.671334	-0.002958	-0.096386
0.000160	0.169722	-0.430472	-0.090910
0.000170	-0.291297	-0.665653	-0.092843
0.000180	-0.558372	-0.636980	-0.107018
0.000190	-0.529699	-0.352186	-0.115716
0.000200	-0.193036	0.098202	-0.108306
0.000210	0.349169	0.570496	-0.077379
0.000220	0.957739	0.918113	-0.033564
0.000230	1.445176	1.036992	0.023781
0.000240	1.684545	0.899427	0.081127
0.000250	1.613990	0.538280	0.128485
0.000260	1.272817	0.057287	0.160057
0.000270	0.777327	-0.384725	0.171333
0.000280	0.300522	-0.646968	0.167145
0.000290	0.004452	-0.650834	0.152326
0.000300	0.003807	-0.392779	0.145238
0.000310	0.303421	0.044400	0.151681
0.000320	0.829517	0.522172	0.175844
0.000330	1.430034	0.891695	0.214826
0.000340	1.944210	1.039569	0.273138
0.000350	2.215152	0.930033	0.332738
0.000360	2.177781	0.590148	0.382352
0.000370	1.855937	0.116565	0.413602
0.000380	1.372044	-0.339944	0.426488
0.000390	0.876554	-0.631181	0.422300
0.000400	0.555677	-0.664365	0.406836
0.000410	0.517339	-0.433372	0.396849
0.000420	0.784736	-0.011012	0.400071
0.000430	1.289248	0.471269	0.420689
0.000440	1.887509	0.858190	0.464504
0.000450	2.420049	1.034737	0.519916
0.000460	2.714187	0.951618	0.576295
0.000470	2.709999	0.636540	0.621398
0.000480	2.418116	0.170367	0.660058
0.000490	1.932935	-0.296129	0.673589
0.000500	1.440021	-0.611529	0.668757
0.000510	1.086283	-0.676607	0.652649
0.000520	1.005098	-0.473965	0.646850
0.000530	1.236090	-0.068680	0.645883
0.000540	1.720627	0.413602	0.663280
0.000550	2.315345	0.819852	0.700651
0.000560	2.850141	1.022817	0.754131
0.000570	3.185839	0.968049	0.808899
0.000580	3.207424	0.676167	0.861090
0.000590	2.938737	0.220302	0.896528
0.000600	2.469019	-0.255214	0.910381
0.000610	1.957741	-0.593488	0.907159
0.000620	1.576619	-0.690782	0.894273
0.000630	1.457740	-0.517457	0.879775
0.000640	1.652006	-0.129569	0.873332
0.000650	2.109159	0.352068	0.891051
0.000660	2.698079	0.774105	0.928744
0.000670	3.246084	1.004453	0.977069
0.000680	3.601112	0.977069	1.028616
0.000690	3.661357	0.709994	1.079518
0.000700	3.411356	0.265406	1.116245
0.000710	2.949369	-0.216554	1.130742
0.000720	2.432936	-0.576735	1.125910
0.000730	2.024107	-0.704313	1.112701
0.000740	1.870112	-0.560305	1.095948
0.000750	2.023141	-0.189170	1.087572
0.000760	2.455810	0.287957	1.098526
0.000770	3.029588	0.722558	1.129453
0.000780	3.589192	0.978680	1.173268
0.000790	3.961618	0.979969	1.229325
0.000800	4.052791	0.736089	1.279583
0.000810	3.830495	0.304710	1.312121
0.000820	3.382683	-0.180794	1.324364
0.000830	2.857551	-0.561271	1.327585
0.000840	2.428748	-0.719455	1.310511
0.000850	2.235770	-0.605408	1.288925
0.000860	2.349173	-0.253925	1.276361
0.000870	2.741249	0.218047	1.287637
0.000880	3.306007	0.665535	1.312766
0.000890	3.867545	0.945497	1.355292
0.000900	4.266066	0.977714	1.406516
0.000910	4.389457	0.757352	1.454841
0.000920	4.190357	0.340148	1.488668
0.000930	3.761874	-0.147288	1.506065
0.000940	3.227721	-0.548707	1.502199
0.000950	2.767345	-0.732342	1.482869
0.000960	2.538929	-0.649867	1.461284
0.000970	2.611738	-0.320614	1.448075
0.000980	2.973531	0.146204	1.450330
0.000990	3.517349	0.601746	1.468372
0.001000	4.083719	0.905548	1.509609
0.001010	4.494161	0.969015	1.558900
0.001020	4.647514	0.773138	1.604648
0.001030	4.486751	0.375264	1.635576
